Unnamed: 0,Original Title Text,Title Sentence Vector,Original Description Text,Description Sentence Vector,Original Author Text,Author Sentence Vector,Cluster
257,Column: Veteran Nick Foligno offers some uncomfortable truths about the Chicago Blackhawks’ struggles,-0.1029609234101371,The loss of Taylor Hall to injury and the mysterious disappearance of Corey Perry could make Connor Bedard's rookie season for the Chicago Blackhawks more challenging.,0.1418611836270429,Paul Sullivan,0.1253467287169769,2
258,Irish writer Paul Lynch wins Booker Prize with dystopian novel ‘Prophet Song’,0.0241428414155961,Irish writer Paul Lynch won the Booker Prize for fiction on Sunday with what judges called a “soul-shattering” novel about a woman’s struggle to protect her family as Ireland collapses into totalitarianism and war.,0.0349512184493505,Jill Lawless,0.0258122573141008,1
259,The Chicago Bulls need Coby White to heat up. Is the guard finally back into his shooting form?,-0.0189570973161607,Coby White has returned to his 3-point shooting form in the last four games. Can he maintain it?,0.0959876184351742,Julia Poe,0.0359965482348343,4
260,Magic Pills Are Coming,-0.0097155847470276,Wearable ultrasound machines and other inventions could reduce medical costs.,0.0482798065058887,Andy Kessler,0.0076451709028333,1
261,Chinese and American Hospitals Learn the Value of Germs,0.0207350589043926,It’s no surprise respiratory viruses are infecting children sheltered by years of lockdowns.,0.0110076935961842,Allysia Finley,0.0587991325592156,3
262,"Germany's Kuehne examines offer for Signa's Hamburg skyscraper, Handelsblatt reports",-0.004782356088981,"German logistics entrepreneur Klaus-Michael Kuehne is examining a takeover of Signa Group's abandoned Elbtower high-rise project in his hometown of Hamburg, Handelsblatt reported.",0.0518563328951131,Reuters,0.014300764654763,1
263,"‘Hunger Games’ feasts, ‘Napoleon’ conquers but ‘Wish’ doesn’t come true at Thanksgiving box office",-0.0334714307246031,"The Walt Disney Co.’s “Wish” had been expected to rule the Thanksgiving weekend box office, but moviegoers instead feasted on leftovers, as “The Hunger Games: The Ballad of Songbirds and Snakes” led ticket sales for the second weekend, according to studio est…",0.1180654802883509,Jake Coyle,0.0444601297203917,4
264,"Bedford Park police officer shot at gas station responding to stolen car, police say",-0.0127384590450674,"A Bedford Park police officer was hospitalized after he was shot multiple times during a struggle at a Speedway gas station in the southern suburb, police said.",0.0998540146538289,Rebecca Johnson,0.0696179189981194,0
265,"Bedford Park police officer shot at gas station responding to stolen car, police say",-0.0127384590450674,"A Bedford Park police officer was hospitalized after he was shot multiple times during a struggle at a Speedway gas station in the southern suburb, police said.",0.0998540146538289,Rebecca Johnson,0.0696179189981194,0
266,Tom Allen won’t return for an 8th season as Indiana football coach,-0.03668860666221,The Indiana Hoosiers will not bring back football coach Tom Allen next year for an eighth season.,0.0431071897619403,Michael Marot,-0.0014648088254034,1
267,"Snow falls across Chicago, winter weather advisory in effect during one of the busiest travel days of the year",-0.0435236029352381,"A winter weather advisory is in effect until 2 p.m. in Chicago, with meteorologists predicting snow accumulations of one to three inches across portions of north central and northeast Illinois.",0.1106035438315302,Rebecca Johnson,0.1117351927387062,0
268,"5 people, including 15-year-old boy, injured after U-Haul collides with SUV in Grand Crossing, police say",-0.1079546870314516,"Five people were injured, including a 15-year-old boy, when a U-Haul cargo truck collided with a black SUV early Sunday morning in Grand Crossing, according to Chicago police.",0.1385889793455135,Rebecca Johnson,0.1124401011038571,2
269,"To Shrink Learning Gap, This District Offers Classes Separated by Race...",-0.0517646773951128,"To Shrink Learning Gap, This District Offers Classes Separated by Race...
 
 
 
 (First column, 6th story, link)
 
 
 
 
 Drudge Report Feed needs your support!   Become a Patron",0.0584284178476082,"Sara Randazzo, Douglas Belkin",0.1089830305572832,0
270,SPACEX Starbase Transforms Corner of Texas...,-0.018600355630042,"Starbase is spread over properties around 20 miles east of downtown Brownsville, near park land, ranches and a National Wildlife Refuge",0.0242651691514765,wsj,0.0291089530510362,1
271,Zombie Malls Kept Alive Even When Towns Want to Pull Plug...,0.0359345331089571,"Zombie Malls Kept Alive Even When Towns Want to Pull Plug...
 
 
 
 (First column, 6th story, link)
 
 
 
 
 Drudge Report Feed needs your support!   Become a Patron",0.0691722186311381,Kate King,0.0409693526016781,3
272,Americans on List of Next Hamas Hostages Set for Release... Developing...,0.0448649090831168,"Americans on List of Next Hamas Hostages Set for Release... Developing...
 
 
 
 (Second column, 1st story, link)
 
 
 
 Related stories:Rape as weapon -- the horrific enemy...
LASERS USED TO BURN THROUGH ROCKETS...
Pro-Palestinian supporters disrup…",0.2028217303886776,"Stephen Kalin, Dov Lieber, Anat Peled, Summer Said, Eric Morath, Margherita Stancati, Chao Deng, Ken Thomas",0.1014504563063383,2
273,"Column: From the Corey Perry mystery to a classic edition of The Game, 10 takeaways from the couch on Thanksgiving weekend",-0.0075231805676594,A busy Thanksgiving weekend in the sports world included Corey Perry's mysterious absence and DeMar DeRozan's righteous stance on the NBA's In-Season Tournament.,0.1319681389722973,Paul Sullivan,0.0557666462264023,2
274,Column: Finishing touch proves elusive for Matt Eberflus’ Chicago Bears — and it will define them until they buck the trend,-0.077387151599396,"Close doesn't cut it in the NFL, and until Matt Eberflus' Chicago Bears can begin finishing games, the team's penchant for poor play in the fourth quarter will define it.",0.0985246047930559,Brad Biggs,0.0899194440426072,0
275,First Republic Crashed and Burned. This Bank Wants to Copy Its Business.,-0.0844349117251113,Citizens Financial Group hopes a new unit geared toward rich people will help it crack a long-coveted market,0.1128188613802194,"Rachel Louise Ensign, Gina Heeb",0.1014561255287844,0
276,Shoppers click 'buy' as retailers slash prices ahead of Cyber Monday,-0.0423653775360435,"Holiday shoppers in the U.S. are seeking out the best deals and strategically nabbing the deepest discounts ahead of Cyber Monday, according to data from retailer websites aggregated by third parties.",0.0852916534349788,Reuters,-0.037916695124295,4
277,"With a bump from Chicago Bears, girls flag football taking hold at area high schools — including a playoff run at Stagg",-0.0946682817302644,Stagg girls flag football team's first season took them to Halas Hall for the state playoffs as more teams sign on for what they hope will be an IHSA sanctioned sport next year.,0.170280673308298,Jeff Vorva,0.052828843035968,2
278,Clarence Page: GOP does its best to show us how to normalize an insurrection,-0.0226354666228871,"Speaker Mike Johnson has released video of the Capitol during the Jan. 6 assault, and it’s already creating more heat than light from his party.",0.0347519397910218,Clarence Page,0.0057700934703461,1
279,Editorial: Wind farms in Lake Michigan make no economic sense. Springfield ought to sink that idea.,-0.0535733279248233,State lawmakers intend to revisit legislation hiking electric bills to finance a Lake Michigan wind farm. The should take a pass.,0.0623625459120376,The Editorial Board,0.0749003551900386,3
280,Wolf Carbon Solutions pauses its bid for Illinois approval of a controversial 260-mile CO2 pipeline,-0.0586779768345877,"Wolf’s decision comes a month after a staff member at the ICC recommended against allowing the pipeline to be built, citing multiple concerns, including safety and uncertainty about who would supply the carbon dioxide and where it would be stored.",0.0733731962609454,Nara Schoenberg,0.0412415659229736,3
281,Letters: Northwestern president’s action to address antisemitism and other hate is the right response,-0.0270812313538044,"With the dangerous rise of antisemitism on college campuses here in Chicago and around the world, there is a need to address antisemitism.",0.0978321471193339,Chicago Tribune,0.0614339308085618,0
282,"In 1st trial of its kind in the U.S., Irish startup spreads concrete dust on Illinois farm field to remove CO2 from the air",-0.0197106020059436,"Applying concrete to cropland would ideally also be low-cost, as the material requires no maintenance after being applied to fields.",0.0495788116968469,Adriana Pérez,-0.0038891688454896,1
283,"Educator workforce shortages worse in special ed and bilingual classes, Illinois watchdog report shows",-0.0574183103162795,"Vacancies “disproportionately affect schools serving Black and Latinx students as well as students from low-income households,” the report said.",0.0643044010648736,Shanzeh Ahmad,0.0337942900659982,3
284,Take time to reflect on your garden this year,-0.0117648290470242,Here are some advicefor things to jot down before you’re swept away by the holiday whirl.,0.0348505285801366,Beth Botts,0.0023980634869076,1
285,Mary Pattillo: My students in prison have complex pasts but are now creating new stories,-0.015605971973855,"As an educator in the Northwestern Prison Education program, I have learned that my students' stories are crucial for healing, for them and us.",0.0364963669489952,Mary Pattillo,0.0708232464385218,3
286,"‘I can’t do a lot of things, but I can do this’: How one Chicagoan is stepping up for migrant children with disabilities",-0.021197858848609,Experts say migrant families with disabled children face especially daunting hurdles.,0.0617752604739507,Nell Salzman,0.0740323749487288,3
287,"With ‘the tuna,’ Burger King and ‘the riot act,’ the trial of Chicago political icon Ed Burke is already finding its place in city lore",-0.017246974016416,"At its core, the Ed Burke trial is about a series of alleged shakedowns by the longest-serving alderman in City Council history — a potential highlight reel for the sordid legacy of City Hall.",0.1674321574864734,"Ray Long, Megan Crepeau, Jason Meisner",0.1117544549233571,2
288,"At West Ridge tutoring center, multilingual refugees given safe space to learn with help from college students",0.0192552833441368,"Since opening its facility in 2019, Forging Opportunities for Refugees in America has partnered with several organizations and institutions to foster a volunteer base to help teach kids.",0.1287520584082813,Zareen Syed,0.0331464255577884,4
289,How the $1.8 Billion Real-Estate Commissions Lawsuit Came to Be,-0.0345386773478821,"For years, lawyers prodded at the rule on how buyers’ and sellers’ agents share fees. But two lawsuits finally took aim at it head on.",0.0693369466316653,Laura Kusisto,0.0640289528673747,3
290,Black Friday Spending Was Strong. How People Pay for Gifts Is Upending Retailers.,-0.0432574576116167,Consumers are shifting away from store credit cards as brand loyalty wanes and interest rates rise,0.0754152169683948,"Suzanne Kapner, Imani Moise",0.0653513389988802,3
291,Ask Amy: Girlfriend seeks to go through phone,-0.0008964990847744,"Dear Amy: She asks to “go through” my phone on a regular basis. She says that her previous boyfriend cheated on her (they were engaged), and that going through my phone helps to ease her anxiety about being cheated on.",0.0494602649705484,Amy Dickinson,0.0237573260674253,3
292,Ryan Fitzgerald is told there’s one way for Loyola to one-up itself. ‘A perfect 14-0.’ So he makes it happen.,-0.0915973203373141,"Quarterback Ryan Fitzgerald leads Loyola to the Class 8A state final, where he puts an exclamation point on the team’s undefeated run.",0.0922878666315227,Steve Reaven,0.0366709076333791,4
293,"He’s the boss. Braden Tischer reflects on Lincoln-Way East’s hog dinners. ‘A lot of laughs, a lot of good times.’",-0.0575938676483929,Braden Tischer took charge Saturday for the Griffins during a 26-15 loss to Loyola in the Class 8A state championship game at Hancock Stadium.,0.0323659620553371,Jeff Vorva,0.03219322883524,1
294,Dominic Fantin steps forward in Crown Point’s first state championship game: ‘I’m going to remember it forever’,-0.0573871099477401,"Dominic Fantin’s interception was emblematic of the tenacious, opportunistic defense that Crown Point played against Ben Davis.",0.0438852068618871,Michael Osipoff,0.1072218309855088,0
295,"Tavon Rice makes fashion statement for Mount Carmel. ‘It re-ripped the first drive.’ Plus, state football notes.",-0.0935731921199476,"Tavon Rice was seemingly ready to go for the Class 7A state championship game, which the Caravan won 35-10 over Downers Grove North.",0.0838488177214458,Gregg Voss,-0.009412008424988,4
296,Mount Carmel High School celebrates 15th football state championship,-0.0225760058092419,Mount Carmel High School leaders spoke about the sacrifices made by the football players and their families during a rally celebrating the school's 15th state football title.,0.1211921585345408,Hank Sanders,-0.037551608911599,4
297,Protesters in Brighton Park speak out against migrant camp as construction begins,-0.0891097212152089,Winterized tent structures began to take shape Wednesday at Chicago’s first government-run tent encampment for migrants despite continued protests from neighbors.,0.0781860225870332,Alysa Guffey,0.0494989491999149,3
298,SEC Charges Phoenix Real Estate Investor With Stock Manipulation Over Fake WeWork Offer,-0.0301426606019958,The SEC claims the investor used an entity he created and controlled to make a false tender offer for WeWork,0.0826407659333199,Ben Glickman,0.0025064609362743,4
299,"Indiana judge dismisses state’s lawsuit against TikTok that alleged child safety, privacy concerns",-0.0243288182391552,An Indiana county judge on Wednesday dismissed a lawsuit filed by the state accusing TikTok of deceiving its users about the level of inappropriate content for children on its platform and the security of its consumers’ personal information.,0.1619694230903405,Isabella Volmert,0.0485628987662494,2
300,Construction companies in fined connection with worker’s death at Lambeau Field,-0.1350530249765142,"Federal labor inspectors have levied fines against two construction companies in connection with a worker’s death at Lambeau Field, home of the Green Bay Packers, earlier this year.",0.0190194674469239,Chicago Tribune,0.0290129254135536,1
301,Construction companies in fined connection with worker’s death at Lambeau Field,-0.1350530249765142,"Federal labor inspectors have levied fines against two construction companies in connection with a worker’s death at Lambeau Field, home of the Green Bay Packers, earlier this year.",0.0190194674469239,Chicago Tribune,0.0290129254135536,1
302,Developer wants to build giant apartment tower in the Clybourn Corridor,-0.0032959326490527,"The proposal is a sign that, despite some economic headwinds and relatively high interest rates, major developers are confident that renters will continue flocking to new apartments.",0.118098347709747,Brian J. Rogal,-0.0085576530836988,4
303,Terry Savage: Take stock of your portfolio in December,-0.0589373293296375,December is historically one of the market’s best performing months — especially in a December preceding an election year.,0.0527832492953166,Terry Savage,0.0378757097932975,3
304,UAW will try to organize workers at all US nonunion factories after winning new contracts in Detroit,-0.0909324948443099,"The UAW's plan to organize non-union factories includes EV startup Rivian, which makes electric trucks from a renovated Mitsubishi factory in Normal.",0.1331377786118537,Associated Press,0.0545895857212599,2
305,White House Christmas tree secured upright after heavy winds blew it down,-0.0996929581742733,"The National Christmas Tree in front of the White House fell down during high winds but later was hoisted back upright, and its lighting ceremony will go ahead as scheduled.",0.0751115279563237,Ashraf Khalil,0.0340904831828083,3
306,"9-month-old girl shot in head Tuesday night on South Side, person being questioned by police",-0.0051227955846115,"Wednesday morning, officers followed up on a report of a 9-month-old girl being shot shortly before 11 p.m. Tuesday in the first block of East Garfield Boulevard.",0.0582833964144811,Deanese Williams-Harris,0.0373886026500258,3
307,"Frances Sternhagen, who played Esther Clavin on ‘Cheers’ and Bunny MacDougal on ‘Sex and the City,’ dies at 93",-0.0424332780821714,"Frances Sternhagen, the veteran character actor who won two Tony Awards and became a familiar maternal face to TV viewers later in life in such shows as “Cheers,” “ER,” “Sex and the City” and “The Closer,” has died. She was 93.",0.0680659336940152,Mark Kennedy,0.0742499204498017,3
308,Charlie Munger’s Life Was About Way More Than Money,-0.0103811264270916,"Billionaire investor attributed his success to a mix of intelligence, hard work ‘and a lot of luck’",0.034266798524186,Jason Zweig,0.0137059819717251,1
309,Kraft debuts dairy-free mac and cheese,-0.0568755379081267,"Kraft NotMac & Cheese will be rolled out to U.S. stores over the next few months. It was developed in collaboration with Not Co., a Chicago startup that makes plant-based milk, burgers and other products. Kraft and Not. Co. formed a joint venture last year an…",0.0902093917829915,Dee-Ann Durbin,0.0768888781021814,0
310,UAW launches bid to organize Tesla and 'entire non-union auto sector',0.0007561008096672,"The United Auto Workers union said on Wednesday it is launching a first-of-its-kind push to publicly organize the entire nonunion auto sector in the U.S. <a href=""/business/autos-transportation/uaw-says-64-workers-vote-ratify-detroit-three-contracts-2023-11-2…",0.0335208344040438,David Shepardson,0.0636069071188103,3
311,"Review: Stepping in for Barenboim at Symphony Center, Hrůša’s pinch-hit with Staatskapelle Berlin is a grand slam",-0.0162152655539102,The Czech conductor is fresh off a triumphant run of Lyric’s “Jenůfa” and is a hot candidate for the CSO music directorship himself.,0.0170123683055862,Hannah Edgar,0.0693039114994462,3
312,When will Patrick Kane make his Detroit Red Wings debut?,-0.0906728524132631,Patrick Kane said Wednesday he could make his debut with the Detroit Red Wings as soon as next week in his hometown of Buffalo against the Sabres.,0.0837349122775776,Stephen Whyno,0.1098510337760672,0
313,Afternoon Briefing: Woman with early-onset Alzheimer’s gene joins drug trial at Park Ridge hospital,-0.0579323719721287,"Good afternoon, Chicago. Here's what is happening today.",0.0673315052699763,Chicago Tribune staff,0.0329189330805093,3
314,OPEC+ Mulls New Oil Production Cuts Amid Middle East Conflict...,-0.0665863864687708,"Saudi Arabia favors curb of up to 1 million barrels a day, while other members oppose downgrading quotas",0.032274979079375,wsj,0.0437506852904334,3
315,"Gayle King on Jumpsuits, Waking Up at 3:24 a.m. and Why She Doesn’t Drink",0.0368060411710757,"As her CNN show debuts, the media queen spills her secrets for living (and dressing) well",0.0258570729056373,Marshall Heyman,0.015476944274269,1
316,Illinois’ Johnny Newton and Northwestern coach David Braun receive top Big Ten football awards,-0.0871261861466337,Illinois defensive tackle Johnny Newton was named Defensive Player of the Year and Northwestern’s David Braun received Coach of the Year honors as the Big Ten announced its season-end awards.,0.0514711654395796,Chicago Tribune staff,0.0545268789282999,3
317,Groupon is downsizing once-massive Chicago headquarters to subleased floor of Leo Burnett building,0.0043138921028003,"Online marketplace Groupon, whose River North headquarters were once the nexus of the Chicago tech ecosystem, is downsizing to subleased space in the Leo Burnett building.",0.06936973498523,Robert Channick,0.0557445210361038,3
318,Berkshire Hathaway’s Board Is Old. Not All Investors Are Happy About That.,0.009431893704459,Charlie Munger is the fourth longtime Berkshire Hathaway director to die in two years,0.0358723060344345,Justin Baer,0.0511317919008433,3
319,Holiday lights tours — via trolley and tuk tuk — showcase the best Christmas displays Naperville has to offer,-0.1038528640056029,"It’s beginning to look a lot like Christmas, and two Naperville businesses -- Tuk Tuk Naperville and Naperville Trolley and Tours -- are ready to showcase all the city has to offer with their holiday lights tours.",0.1770735701138619,Michelle Mullins,0.0745161943341372,2
320,Blue Island residents push for return of hospital as council reviews senior housing plans for MetroSouth,-0.054015613743104,"Residents tell Blue Island City Council they want another hospital, not senior housing, at MetroSouth, but city administrator says that won't happen.",0.1792242371011525,Hank Sanders,0.022042884142138,2
321,"US health insurers Humana, Cigna in talks to merge -WSJ",-0.0112899020314216,"U.S. health insurer Cigna <a href=""https://www.reuters.com/markets/companies/CI.N"" target=""_blank"">(CI.N)</a> is in talks to merge with peer Humana <a href=""https://www.reuters.com/markets/companies/HUM.N"" target=""_blank"">(HUM.N)</a>, a source familiar with t…",0.0245104701607488,Reuters,0.038443544646725,3
322,Two men charged in the shooting of a Bedford Park police officer,-0.0430694216920528,"Raul Perez, 24, and Luis Gonzalez, 22, were charged in the Sunday carjacking and police shooting.",0.0829500168329104,"Jake Sheridan, Caroline Kubzansky",0.0847623031877446,0
323,"Defying fate, woman with early-onset Alzheimer’s gene joins new drug trial at Park Ridge hospital",-0.0268375134910456,"Heather Mejia, 44, learned she carried a gene for early onset Alzheimer's disease and enrolled in a clinical trial at Advocate Lutheran General Hospital in Park Ridge, managed by Dr. Darren Gitelman.",0.069410954194609,Elena Ferrarin,0.0117032651905901,4
324,"Women’s soccer falls short in medical support and pay, a World Cup survey by a players union finds",-0.0095305444556288,"A survey conducted by players union FIFPRO found that 60% of respondents said they lacked mental health support, while one in three earned less than $30,000 a year from soccer.",0.2253001257195137,James Robson,0.0626285467587877,2
325,Youth football teams from Dixmoor and Robbins raise funds for Florida trips — and eye national championships,-0.0410622823692392,Youth football teams from Dixmoor and Robbins are scrambling to come up with thousands of dollars as they head to Florida to play for potential national championships.,0.0711278685193974,Mike Nolan,0.0252408423984888,3
326,Aaron Rodgers’ 21-day practice window begins for New York Jets in QB’s next step in recovery from torn Achilles tendon,-0.1197564345202408,"The New York Jets opened the 21-day practice window for quarterback Aaron Rodgers on Wednesday, the next step in the four-time NFL MVP’s rehabilitation from a torn Achilles tendon.",0.1326203569478821,Dennis Waszak Jr.,0.0200433280988363,4
327,"Mark Kellar, who won the 1973 NCAA rushing title as a Northern Illinois fullback, dies at 71",-0.0446744167129509,"As an NIU senior in 1973, Mark Kellar rushed for 1,719 yards to outpace three Heisman Trophy winners — Tony Dorsett, John Cappelletti and Archie Griffin — for the Division I-A rushing title.",0.0732626699464162,Chicago Tribune staff,0.073401525063673,0
328,Former Indiana state Rep. Sean Eberhart pleads guilty to casino corruption charge,-0.0329223097069188,A former Indiana lawmaker pleaded guilty Tuesday to supporting a bill favoring a casino in exchange for promises of lucrative employment.,0.0911033855518326,Isabella Volmert,0.0901969145343173,0
329,Autoworker strike cost General Motors $1.1 billion,-0.0215377943241037,"GM, as well as rivals Ford and Jeep maker Stellantis, agreed to new contracts with the UAW that raise top assembly plant worker pay by about 33% by the time the deals expire in April of 2028.",0.0985548619501059,Tom Krisher,0.0480160825754865,4
330,"CJ Savage steps into void left by Terrence Smith’s foul trouble, lifts West Aurora past Yorkville: ‘He has to lead.’",-0.0281755362811964,CJ Savage scored a game-high 19 points as West Aurora rolled to a 55-33 win over Illinois recruit Jason Jakstys and the shorthanded Foxes.,0.079375141125638,Rick Armstrong,0.019954677165515,4
331,Inheritance money in dispute after death of woman who made millions off sale of Sue the T-rex remains,-0.0790883174995542,Fossil hunters discovered the skeleton in 1990 on property owned by Maurice and Darlene Williams that sits on the Cheyenne River Reservation in South Dakota. The couple made $7.6 million from the auction of Sue — now on display at Chicago’s Field Museum.,0.0806270244938787,Chicago Tribune,0.0465756336925551,3
332,Inheritance money in dispute after death of woman who made millions off sale of Sue the T-rex remains,-0.0790883174995542,Fossil hunters discovered the skeleton in 1990 on property owned by Maurice and Darlene Williams that sits on the Cheyenne River Reservation in South Dakota. The couple made $7.6 million from the auction of Sue — now on display at Chicago’s Field Museum.,0.0806270244938787,Chicago Tribune,0.0465756336925551,3
333,Longtime Chicago mob attorney Joe ‘The Shark’ Lopez suspended by federal court after bashing former drug client ‘King Rudy’ for flipping,-0.0152470706816529,"Two months after being accused of badmouthing a former drug client on social media for turning government informant, longtime Chicago defense attorney Joseph “The Shark” Lopez was suspended",0.1173604018986225,Jason Meisner,0.0506497891328763,4
334,Jason Dickinson scores his 5th goal in 4 games in the Chicago Blackhawks’ 4-3 win over the Seattle Kraken,-0.0163044327055104,"Tyler Johnson and MacKenzie Entwistle scored in the second period, and the Chicago Blackhawks topped the Seattle Kraken 4-3.",0.1479665695806034,Matt Carlson,0.0676082363534078,2
335,"Dr. Todd Ing, treated patients at Hines VA Hospital and wrote influential dialysis handbook",-0.0050596357468748,"Dr. Todd S. Ing,  a nephrologist and professor of medicine whose expertise was in the field of dialysis, has died at age 89.",0.0440056047154939,Bob Goldsborough,-0.0279018889996223,1
336,He Bought a Piece of the Chrysler Building. Now His Empire Is Falling Apart.,-0.0294895183178596,"René Benko’s Signa filed for insolvency, marking one of the most dramatic falls in the property sector in recent years",0.075103226583451,"Eliot Brown, Margot Patrick",0.0344826532527804,3
337,"Boy, 15, charged in string of armed robberies throughout city, Chicago police said",-0.049555001038243,Police said the young teen was charged for participating in several armed robberies that happened within several hours on Aug. 20 throughout the city.,0.048716870735916,Deanese Williams-Harris,0.0684369479859015,3
338,Police warn of string of burglaries at commercial businesses on North Ave,-0.1275930265255738,"In each burglary, the thieves used a large rock to break the front glass doors to gain entry, and once inside ransacked the businesses before making off with cash registers, police said.",0.1121262458500496,Deanese Williams-Harris,-0.0018062604503938,4
339,‘Maestro’ review: Bradley Cooper wields the baton as Leonard Bernstein. But Carey Mulligan conducts the movie.,0.0254466116894036,This movie is considerably more nuanced and engaging than the usual biopic. And it's full of Bernstein's glorious music.,-0.0371302318526431,Michael Phillips,-0.0105947222327813,1
340,"As Neuqua Valley’s Joe Balgro takes on ‘big, strong dudes,’ erstwhile guard’s double-double means trouble for opponents",-0.0641084384988062,"Neuqua Valley’s Joe Balgro figured he would get a chance to play a bigger role this season, but this isn’t quite what he had in mind.",0.05129353585653,Matt Le Cren,0.0268333389540202,3
341,"Wolverines threatened with extinction as climate change melts their snowy mountain refuges, US says",-0.0070189453617786,"About 300 surviving animals in the contiguous U.S. live in fragmented, isolated groups at high elevations.",0.0854393969639204,Matthew Brown,-0.0048684633511584,4
342,"In the US, Black survivors are nearly invisible in the Catholic clergy sexual abuse crisis",0.0361385764554142,"Cases of clergy abuse among African Americans are underreported, experts say, and the U.S. Catholic Church generally does not publicly track the race or ethnicity of victims.",0.009810712916078,Tiffany Stanley and Lea Skene,0.0342457289225421,1
343,"Teams can’t stop Crown Point’s Ava Ziolkowski, who has scored 40 three times. ‘She is a complete basketball player.’",-0.0279821553849615,"As Crown Point senior forward Ava Ziolkowski continues to post ridiculous numbers, coach Chris Seibert can’t quite say he’s surprised.",0.0723535567522049,Michael Osipoff,0.0232715130550786,4
344,Italy's Saipem wins contracts in Brazil and Guyana worth $1.9 billion,-0.0680799508700147,"Italian energy engineering and infrastructure company Saipem <a href=""https://www.reuters.com/markets/companies/SPMI.MI"" target=""_blank"">(SPMI.MI)</a> has won two offshore contracts in Brazil and Guyana worth around $1.9 billion in total, it said on Wednesday.",0.0559087239962536,Reuters,0.0670754855673294,3
345,Alleged Old Post Office scheme to stay on display in corruption trial of ex-Ald. Edward Burke,-0.0053321627929108,Jurors in the corruption trial of former Ald. Ed Burke are expected to hear more evidence Wednesday about the formidable alderman’s alleged attempts to extort the developers of the huge Old Post Office project,0.0678418986499309,"Jason Meisner, Megan Crepeau, Ray Long",0.0116840960326953,4
346,Paul Vallas: The mayor’s second 100 days show him failing to prioritize the needs of city businesses,-0.1024387318402659,The mayor’s actions leave no doubt that his sanctuary city supporters and the Chicago Teachers Union will be given primacy over Chicagoans.,0.0708499160828068,Paul Vallas,0.0944070666591869,0
347,It Was Back to the Literal Drawing Board When These Two Architects Imagined Their Own Home,-0.0846764879970578,"Eschewing technology, this couple used hand-drawn schematics and physical models to design their dream home in Minneapolis",0.0781373688951134,Nancy Keates,0.0561240127863129,3
348,Daywatch: 2023 Holiday Cookie Contest winners announced,-0.0251322152325883,"Good morning, Chicago. Here are some of the top stories you need to know to start your day.",0.0615838594967499,Chicago Tribune staff,0.0818653675523819,0
349,Tech’s New Normal: Microcuts Over Growth at All Costs,-0.0267673803027719,"Amazon, Google, Microsoft and Meta are making strategic trims even as they rebound from the tech downturn",0.08078989374917,Katherine Bindley,0.0177612309271353,4
350,Okta Says Hackers Stole Data For All Customer Support Users In Cyber Breach,-0.0802486249012872,"Okta <a href=""https://www.reuters.com/markets/companies/OKTA.O"" target=""_blank"">(OKTA.O)</a> said on Tuesday that hackers stole information on all users of its customer support system in a network breach two months ago.",0.1002086111111566,Reuters,0.0714069871464744,0
351,Tiger Woods Is Back and Teeing Off on PGA Tour's Secretive Saudi Deal...,-0.0142553973128087,"Ahead of his comeback from ankle surgery, the golf legend called the status of the negotiations with LIV Golf’s backers “murky” and expressed frustration with how players were excluded from the initial talks",0.0976164916355628,"Andrew Beaton, Louise Radnofsky",-0.0512920515029691,4
352,Harvard Health: What does a birth doula do?,-0.047353849367937,Some research suggests that doula care may benefit both mother and baby. Here's what to know if you're considering doula care.,-0.0123349624918773,Maureen Salamon,0.0253821936876192,1
353,"Chicago basketball report: Bulls head home on a 5-game losing streak, DeMar DeRozan praises JuJu Watkins",-0.03076579910703,The Chicago Bulls are 5-14 after losing all four games of their road trip. Artūras Karnišovas is taking responsibility. And DeMar DeRozan had high praise for USC freshman JuJu Watkins.,0.0767825311922933,Julia Poe,0.0570484555355506,3
354,"4 things we heard from Chicago Bears coach Matt Eberflus, including Luke Getsy’s offensive game plan and Justin Fields’ postgame thank-you",-0.0357741006300784,Chicago Bears quarterback Justin Fields thanked his teammates for sticking with him after two fourth-quarter fumbles.,0.124244564496621,Colleen Kane,0.1100688844453543,0
355,Review: ‘A Christmas Carol’ at the Goodman Theatre is a play to make you believe kindness can win,-0.0871279847342521,“A Christmas Carol” urges us to open our hearts to our fellow passengers through this life. May even the most cynical among us take heed.,0.0761535046331118,Emily McClanathan,0.0549439707847341,3
356,‘Slow Horses’ review: Violence overwhelms Season 3 of the sardonic spy series,0.0086755375377833,"There's less cerebral gamesmanship this time around, but Gary Oldman's Jackson Lamb remains as effectively grotesque as ever.",0.0499489452922716,Nina Metz,0.0380831947841215,3
357,Walmart shifts to India from China for cheaper imports,-0.0878831098088994,"Walmart <a href=""https://www.reuters.com/markets/companies/WMT.N"" target=""_blank"">(WMT.N)</a> is importing more goods to the United States from India and reducing its reliance upon China as it looks to cut costs and diversify its supply chain, data seen by Re…",0.0724745495826937,Richa Naidu,0.0289065487449988,3
358,Editorial: Corporate America needs to embrace a new office-worker model,-0.0626428588493581,Surveys make clear American workers don't want a return to five days a week in the office. Corporate America needs to work harder on a new hybrid model.,0.1551768801291473,The Editorial Board,0.0882909084612038,2
