Unnamed: 0,Original Title Text,Title Sentence Vector,Original Description Text,Description Sentence Vector,Original Author Text,Author Sentence Vector,Cluster
475,The World’s Key Canal Is Clogged Up. Winter Fuel Prices Could Get Wacky.,-0.001187975241919,"In the troubled waters of the Panama Canal, gas carriers—and their investors—are reaping bumper profits",0.0027745289462473,Megha Mandavia,0.0224211042223032,1
476,Alibaba Falls Behind Upstart PDD as Most Valuable Chinese E-Commerce Stock,0.0361044658347964,Ulta Beauty jumps premarket; Dell and Marvell sink.,-0.0192274517030455,Dave Sebastian,0.024061907432042,1
477,COP28: What are they saying at the U.N. climate summit?,-0.045291734732018,"World leaders from nearly 200 countries were due to address the U.N. climate summit underway in Dubai, where their countries' delegations are <a href=""/world/cop28-spotlights-global-warnings-about-pain-climate-change-2023-12-01/"">assessing their progress</a> …",0.0848328176653012,Reuters,0.0339206507196649,4
478,Ask Amy: Cousin drama extends to guardianship,-0.0414027666847687,"Dear Amy: My husband and his cousin, “Jerry,” are like brothers. Jerry and I got off on the wrong foot, because after agreeing to be best man at our very small wedding, he backed out because his sister – whom I had never met – hadn’t been invited.",0.0391272876586299,Amy Dickinson,0.0126098127657314,1
479,Chicago Bulls play their best game of the season — an OT win against the Milwaukee Bucks — without Zach LaVine and DeMar DeRozan,-0.135463906917721,"Without their two biggest stars, the Chicago Bulls snap a five-game losing streak with a 120-113 overtime victory against the Milwaukee Bucks on Thursday at the United Center.",0.1475931545428466,Julia Poe,0.1418430985941086,2
480,"Without three starters, Evergreen Park stands tall behind Keshaun Vaval. How? ‘It’s not just one or two people.’",-0.0275923820154275,Keshaun Vaval scored 19 points Thursday to help short-handed Evergreen Park beat Tinley Park 55-51 in a South Suburban Conference crossover.,0.1078234320448245,Jeff Vorva,0.0597394172800704,0
481,Loud and clear. Niallie Evans gets the message and West Aurora earns first win of the season. ‘That lit the fire.’,-0.0919599484768696,Niallie Evans scored the first two baskets of the third quarter to tie the game and West Aurora never looked back for a 44-32 win over Oswego.,0.1270209476351738,Paul Johnson,0.0305631657829508,4
482,Tesla's Cybertruck - top features and specifications,0.0064033657545223,"Tesla's <a href=""https://www.reuters.com/markets/companies/TSLA.O"" target=""_blank"">(TSLA.O)</a> Cybertruck has caught the attention of many drivers with its polarizing design that promises a durable build and unique features.",0.0827854386443505,Reuters,0.0442974797983879,3
483,"Photos: Chicago Bulls 120, Milwaukee Bucks 113 (OT)",-0.0470758943120017,"Photos from the Chicago Bulls' 120-113 overtime victory against the Milwaukee Bucks on Thursday, Nov. 30, 2023, at the United Center.",0.0965189946291502,Trent Sprague,0.0767649832996539,0
484,"The New Wedding Must-Have: $3,500 Instagram Consultant",-0.0625574003206566,Conga line of vendors now includes ‘wedding content creator;’ some have their ‘knickers in a twist about it’,0.0289774645352736,Alexa Corse,0.0189051128691062,1
485,The Chicago Bulls are in turmoil with seemingly little to build on. Is coach Billy Donovan’s job in jeopardy?,-0.0170077647780999,The Chicago Bulls entered their home game against the Milwaukee Bucks on Thursday night at 5-14. Is coach Billy Donovan's job in jeopardy?,0.0953060724714305,Julia Poe,0.086419190352899,0
486,Lawsuit: Evanston’s rezoning for concerts at Ryan Field was ‘backroom deal’ that should be invalidated,-0.0489234962442424,"The City Council's action will lead to traffic congestion, parking problems, litter, public safety issues, a decrease in property values and noise pollution, the suit says.",0.1367536318721249,Angie Leventis Lourgos,0.0516969244636129,2
487,"CTA Yellow Line remains closed two weeks after crash, as investigation continues",-0.0147054068511351,The CTA has been running shuttle buses to replace Yellow Line service.,0.0339483008137904,Sarah Freishtat,0.0201370841532479,1
488,Chicago cop relieved of powers after being charged with falsely reporting armed robbery,-0.0075423742146085,The 37-year-old officer was put on desk duty the same day she went before a judge for a felony charge.,0.0414114545565098,Caroline Kubzansky,0.0615101188595872,3
489,"Catholic school, Augustinians settle sex abuse lawsuit for $2M, activists file complaint against Chicagoland dioceses",-0.0430295292117079,"After the $2 million settlement, SNAP activists filed a complaint alleging Chicagoland Catholic leaders impeded the investigation into Fr. Richard McGrath.",0.1212562764412723,Jake Sheridan,0.0546719148114789,2
490,"It was far from perfect, but there was a lot to love in the Chicago Bears’ win against the Minnesota Vikings",-0.0520908895414322,"Monday’s victory, as flawed and error-filled as it was for the Chicago Bears, came loaded with winning contributions that matter for a team making a difficult and suddenly spirited climb.",0.0591231778380461,Dan Wiederer,0.0697942057158798,3
491,"Long-Awaited Cybertruck to Start at $61,000...",-0.0037914892891421,The electric-vehicle maker started deliveries Thursday and revealed the truck’s pricing and specs,0.0207639542350079,wsj,0.0500364757608622,3
492,Corey Perry apologizes after his ouster from the Chicago Blackhawks and refutes speculation: ‘I have let you all down’,-0.0455191488654236,Now-former Chicago Blackhawks forward Corey Perry apologizes in statements and adds he has sought professional help for “my struggles with alcohol.”,0.121114891837351,Phil Thompson,0.1194488684996031,0
493,Real Estate Matters: Residents in some areas could benefit from trading HOA costs for an increased tax bill,-0.0543391360642999,"While having an HOA may be a pain, there is a reason the HOA was formed and a purpose for it to exist. You’ll need to make sure that you cover all bases before you get rid of the association.",0.0778054775728378,Ilyce Glink and Samuel Tamkin,0.0403485477290814,3
494,An appeals court reinstates gag order that barred Trump from maligning court staff in NY fraud trial,-0.0623747847275808,A New York appeals court has reinstated a gag order that barred Donald Trump from commenting about court personnel after he disparaged a law clerk in his New York civil fraud trial.,0.101571240753401,Jennifer Peltz and Michael R. Sisak,0.029639257438248,4
495,Afternoon Briefing: Jurors hear ‘tuna’ recording for first time in Burke trial,-0.0783840477233752,"Good afternoon, Chicago. Here's what is happening today.",0.0797399458533618,Chicago Tribune staff,0.0332580384565517,4
496,Chicago kids get vaccinated as COVID hospitalizations rising,-0.0179954804771114,"During the week of Nov. 25, about 1,000 new people were admitted to hospitals with COVID-19, a 20% increase compared with the previous week, according to the CDC",0.0878980472916737,Rebecca Johnson,0.0782098804484121,0
497,"Kennedy Center honorees include Queen Latifah, Billy Crystal and Dionne Warwick",0.0268179250415414,"The newest group of Kennedy Center honorees are comedian Billy Crystal, actor Queen Latifah, opera singer Renée Fleming, music star Barry Gibb and prolific hitmaker Dionne Warwick.",-0.0181195194018073,Ashraf Khalil,0.0265267580398358,1
498,What to watch at COP28 on Monday,-0.0044595546405616,"Monday is finance day at COP28, which means more funding is likely to be announced for the climate cause.",0.0446459094528108,Reuters,0.0434904797875788,3
499,"Fire at historic Swift Mansion in Bronzeville under control, Chicago Fire Department says",-0.0773011684068478,"No one was injured in a Sunday fire at the Swift Mansion, a historic house in the Bronzeville neighborhood, according to the Chicago Fire Department.",0.0818054839328397,Rebecca Johnson,0.1021412874688394,0
500,Alaska Air to buy Hawaiian Airlines in a $1.9 billion deal,-0.002937493743957,Alaska Air Group said Sunday it agreed to buy Hawaiian Airlines in a $1.9 billion deal including debt.,0.1062571783259045,Associated Press Staff,0.0427566412254236,4
501,Alaska Air Reaches Deal to Buy Hawaiian Airlines,-0.0308932708576321,Alaska Air will pay roughly $1 billion in cash to acquire a rival in the Pacific region,0.03799086692743,Alison Sider,0.0109539211262017,1
502,NFL issues no fines in Chicago Bears nickel back Kyler Gordon’s face mask fracas with the Minnesota Vikings’ Brandon Powell,-0.0630691532278433,"Chicago Bears nickel back Kyler Gordon was not fined after being penalized for taunting Monday, and Minnesota Vikings wide receiver Brandon Powell also dodged punishment after breaking Gordon's face mask during a first-half skirmish.",0.0104547793016536,Dan Wiederer,0.0970396426710067,3
503,Ethiopia signs $600 mln wind farm deal with UAE'S AMEA Power,-0.0477605180931277,"Ethiopia has signed an agreement with United Arab Emirates' AMEA Power for the construction of a 300 megawatt wind farm at a cost of $600 million, its finance ministry said on Sunday.",0.0632400524336844,Reuters,0.0347915356396697,3
504,Beyoncé’s ‘Renaissance’ is No. 1 at the box office with $21 million debut,-0.0244767847470939,Beyoncé ruled the box office this weekend.,0.0143421876127831,Lindsey Bahr,-0.0145139328669756,1
505,Review: ‘The Nutcracker’ by the Joffrey Ballet tugs the heartstrings — whether it’s your first time or 51st,-0.0313502427306957,Americans love “Nutcracker” because it’s an unwavering treatise about dreams coming true.,0.0414236665310454,Lauren Warnecke,0.0316783823654986,3
506,"Man fatally shot at Oakbrook Terrace hotel, one in custody, police say",-0.0340407926123589,Police responded to a call of shots fired at about 8:30 p.m. at the Hilton Chicago/Oak Brook Suites in Oakbrook Terrace.,0.088280938914977,Rebecca Johnson,0.0160673388163559,4
507,"Al Gore slams COP28 climate summit host UAE, says its emissions soared",-0.0551702072843909,Climate advocate and former U.S. Vice President Al Gore on Sunday slammed the UAE - host of the COP28 climate summit - saying its position as overseer of international negotiations on global warming this year was an abuse of public trust.,0.1128442007466219,Valerie Volcovici,0.0305409595312085,4
508,Roseland man charged with first-degree murder in April shooting,-0.0636370341962901,"A 21-year-old Roseland man was charged with first degree murder for killing a 40-year-old man in April, according to Chicago police.",0.1162453771103173,Rebecca Johnson,0.0673124383902177,0
509,"Kiss say farewell to live touring, become first US band to go virtual and become digital avatars",-0.0364996767893899,"On Saturday night, Kiss closed out the final performance of their “The End of the Road” farewell tour at New York City’s famed Madison Square Garden.But as dedicated fans surely know — they were never going to call it quits. Not really.",0.0765942231446388,Maria Sherman,0.0590646589116659,3
510,"Here’s why the UAE, the autocratic COP28 host, has to allow limited protests at the summit",-0.0187362841461435,Participants at the United Nations’ COP28 climate talks Sunday found themselves greeted by the rarest sights in the United Arab Emirates — public protests.,0.0787187209280091,Jon Gambrell,0.0635001612827181,3
511,Earth is running a fever. And UN climate talks are focusing on the contagious effect on human health,0.0608964987914077,"With Planet Earth running a fever, U.N. climate talks focused Sunday on the contagious effects on human health.",0.0404312696773558,Jamey Keaten,0.0330930265481583,3
512,The Stocks Investors Are Putting Under the Tree,-0.0305894887424074,Shares of retailers including Victoria’s Secret and Foot Locker are surging despite mixed holiday updates,0.0503784274915233,Hardika Singh,0.0340149040566757,3
513,"UBS to expand presence in U.S. market, NZZ Am Sonntag reports",-0.0782883814827073,"Swiss bank UBS <a href=""https://www.reuters.com/markets/companies/UBSG.S"" target=""_blank"">(UBSG.S)</a> plans to expand its presence in the U.S. market as part of its strategy to hit $150 billion in net new money, or inflow of new funds, per year, an executive…",0.1251138450170401,Reuters,0.0236693421757081,4
514,No SEC? Unbeaten Power 5 left out? The final 4-team College Football Playoff will be unlike any other.,-0.0016876576846698,The four-team version of the College Football Playoff is going out with drama and controversy.,0.0283352008555084,Ralph D. Russo,0.0002441408869344,1
515,Explainer: How will the Supreme Court reshape US opioid epidemic relief?,0.0205452300142496,"The U.S. Supreme Court is set on Monday to <a href=""/legal/us-supreme-court-scrutinize-purdue-pharma-bankruptcy-settlement-2023-08-10/"">hear arguments</a> over the legality of a roughly $6 billion <a href=""/legal/purdue-pharma-can-protect-sackler-owners-opioi…",0.0815571409184485,John Kruzel,0.0283257710398174,4
516,Hundreds of Stocks Have Fallen Below $1. They’re Still Listed on Nasdaq.,-0.0194952773745171,Investor-protection advocates say many belong to risky small companies that should be on the OTC market,0.0550583916483446,Alexander Osipovich,0.0276754598926345,3
517,Momentum Investing Has Struggled for 20 Years. Here’s Why.,-0.0219219537102617,"A mutual-funds rating company changed its methodology two decades ago, and that apparently has made all the difference",0.0451151301385834,Mark Hulbert,0.0488571111636702,3
518,Billions in U.S. Funding Hasn't Convinced Developing World to Ditch Coal...,-0.0041997730731964,South Africa and Indonesia are backtracking on commitments to burn less of the dirtiest fossil fuel,0.0286592087941244,wsj,0.0453069673967547,3
519,Scientists launch research effort at COP28 for Congo rainforest,-0.0112072353367693,"Hundreds of scientists at the United Nations <a href=""https://www.reuters.com/sustainability/cop/"">COP28</a> climate summit on Sunday launched a research coalition aimed at correcting a historic lack of information about the Congo River basin and its rainfore…",0.0574488365091383,Jake Spring,0.0458652503730263,3
520,"Column: A potential Christmas Eve miracle, an edible bowl mascot and other sports topics to debate in December",0.0180589694646187,"Topics to debate this week include Aaron Rodgers' potential comeback, Corey Perry's ""apology,"" Lou Piniella's Hall of Fame candidacy and a bowl mascot that could be eaten after the game.",0.1179951019585132,Paul Sullivan,0.0620551828760653,2
521,When will Shohei Ohtani make a decision? 3 questions facing the Chicago Cubs ahead of the winter meetings.,-0.1214148246217519,Jed Hoyer and the Chicago Cubs have multiple paths to building a playoff roster in the next two months with Shohei Ohtani representing the marquee prize.,0.1152185235987417,Meghan Montemurro,0.0994362648052629,0
522,Start over? Stay the course? Ryan Poles is nearing a series of landmark decisions with the Chicago Bears’ QB and coaching future.,-0.0523302649526158,"With a little more than a month left in the season, GM Ryan Poles remains a compelling character in this Chicago Bears saga, a decision maker who is about to become one of the most influential figures within a pivotal NFL offseason.",0.059188234827161,Dan Wiederer,0.118238418304827,0
523,Hillary Clinton at COP28 climate talks calls for insurance reform,-0.0334251938620582,"Former U.S. Secretary of State Hillary Clinton called on Sunday for reform of the insurance sector, where companies are increasingly withdrawing assistance against climate shocks.",0.1213272197346668,Elizabeth Piper,0.0843364608299452,0
524,David Olson and Don Stemen: Illinois counties have become less reliant on prison. Can we further improve that?,0.0133703269930265,Roughly 70% to 75% of Illinois’ counties saw the number and likelihood of prison sentences decrease from 2010 to 2023.,0.0861025474732741,"David Olson, Don Stemen",0.0362591416342183,4
525,"A plea to Biden from longtime immigrants in Chicago: ‘Please don’t forget about us, we need job permits too’",-0.0849278940586373,Thousands of immigrants who live in Chicago without legal authorization and are demanding the Biden administration give them the opportunity to work legally.,0.0872306504461448,Laura Rodríguez Presa,0.0632695372478338,0
526,Letters: How Chicago can support its museums and its talent and revive its downtown scene,-0.0735040786676108,How about making all our star museums free — at least to Illinois residents?,0.0912718194595072,Chicago Tribune,0.0820143071468919,0
527,"Infamous ‘tuna’ quote, other secret recordings paint picture of old-school Chicago in Ed Burke corruption trial",-0.0621993215172551,"Five years after federal agents raided then-Ald. Ed Burke’s City Hall office, jurors at his corruption trial last week got to hear what’s fast becoming known simply as the “tuna” call",0.1089475863263942,"Ray Long, Jason Meisner, Megan Crepeau",0.0675239158335898,0
528,"Chicago seeing a drop in homicides as 2023 nears end, but not in every neighborhood",-0.0890447367710294,"Chicago is poised to see a double-digit percentage drop in homicides in 2023, welcome news for a freshman mayor and a police superintendent who took the reins of the department just a couple of months ago. But killings have actually increased or remained flat…",0.0808625556528568,"Sam Charles, Caroline Kubzansky",0.0577151122852228,3
529,Winter prime time for pruning,-0.0140540332067757,Some tips from the Plant Clinic for pruning in wintertime.,-0.007422994589433,Beth Botts,-0.0076188074963283,1
530,"Doctors: With Ozempic and other weight loss drugs, obesity is now more treatable than ever",-0.0014938208041712,"Ozempic and other weight loss drugs are a new vista for the treatment of obesity. However, there is still much to learn.",0.0683578214375302,"Cory Franklin, Robert Weinstein",0.0279637995990924,3
531,"Indonesia, ADB, owners agree to shutter first coal-fired power station early",0.0028029939276166,"Indonesia and the Asian Development Bank have agreed a provisional deal with the owners of the Cirebon-1 coal-fired power plant to shutter it almost seven years earlier than planned, the ADB's senior climate change energy specialist told Reuters.",0.1207674042962025,Simon Jessop,0.042073011973116,4
532,Ask Amy: Any ideas on how to move on and get over my anger?,-0.0243252687214408,"One way to move on would be to actually move on, writes Amy Dickinson.",0.0739862771006301,Amy Dickinson,0.0351130999624729,3
533,"Exclusive: Top development banks at COP28 vow to up climate game, quiet on fossil fuels - document",-0.0531356814317405,"Ten of the world's top development banks pledged to step up their climate efforts at the COP28 summit, yet failed to say anything about halting financing for fossil fuel projects, a document seen by Reuters showed.",0.1727858872909564,Simon Jessop,0.096769856638275,2
534,"AstraZeneca, AI biologics firm Absci tie up on cancer drug - FT",-0.0465996893981355,"Anglo-Swedish drugmaker AstraZeneca <a href=""https://www.reuters.com/markets/companies/AZN.L"" target=""_blank"">(AZN.L)</a> has signed a deal worth up to $247 million with U.S. artificial intelligence (AI) biologics firm Absci <a href=""https://www.reuters.com/m…",0.0131729724816977,Reuters,0.0206701287388568,1
535,No. 2 Michigan blanks No. 16 Iowa 26-0 for the Big Ten title — and the Wolverines are likely to claim the top CFP seed,-0.050495015369961,"Blake Corum scored twice, tying the school record for touchdown runs with 55, and No. 2 Michigan beat No. 18 Iowa 26-0 on Saturday night in the Big Ten championship game to likely take the top seed in the College Football Playoff.",0.0619533700300962,Chicago Tribune,0.0720167794606823,3
536,Chicago Bulls beat the New Orleans Pelicans 124-118 — giving them consecutive wins for the 1st time this season,-0.1537686604424379,"The Chicago Bulls notched consecutive wins for the first time this season, defeating the New Orleans Pelicans 124-118 on Saturday at the United Center behind 31 points from Coby White.",0.1445819818254676,Julia Poe,0.0871122046373784,2
537,"South Side get Christmas lights, cheer at My Block, My Hood, My City holiday celebration: “It’s inspiring hope”",-0.0371297361853066,The annual event aims to add holiday decorations to over 500 South and West Side homes.,0.1384634605710744,Jake Sheridan,0.0485276427352801,2
538,Australia's Greens to launch inquiry into supermarket 'price gouging',0.0166634391935076,"Australia's Greens party said on Sunday it would lead a parliamentary inquiry into ""price gouging"" by major supermarkets as the country grapples with high costs of living.",0.0758535473069059,Reuters,-0.0442438952159136,4
539,No. 8 Alabama knocks off No. 1 Georgia 27-24 for the SEC title. Now both teams await their postseason fate.,-0.0535605428740382,Alabama is again top dog in the Southeastern Conference — and perhaps headed to the College Football Playoff. The Crimson Tide ended Georgia’s 29-game winning streak with a 27-24 victory against the No. 1 Bulldogs in the SEC championship game Saturday.,0.0789841106743551,Chicago Tribune,0.0345207295775935,3
540,5 takeaways from the Chicago Blackhawks’ 3-1 loss: Connor Bedard makes history and Anthony Beauvillier makes team debut,-0.0963638045359402,Connor Bedard on Saturday passed Darryl Sutter to set a Chicago Blackhawks rookie record with an eight-game point streak during a 3-1 road loss to the Winnipeg Jets.,0.099006739044853,Phil Thompson,0.1385546289384365,0
541,"Detroit Casino Council ratify contract with MGM, Penn",-0.0506296774256043,"Union members with the Detroit Casino Council have voted to ratify a new contract with MGM Grand Detroit, operated by MGM Resorts, the Unite Here union said on Saturday.",0.1064793334517162,Reuters,0.0002018524392042,4
542,"Cops: Woman, 37, dies after jumping from walkway at O’Hare Airport",0.0434972345228743,Police say the woman jumped from an exterior walkway.,0.0435194317251443,William Lee,0.0055845445021986,1
543,"Cops: Woman, 37, dies after jumping from walkway at O’Hare Airport",0.0434972345228743,Police say the woman jumped from an exterior walkway.,0.0435194317251443,William Lee,0.0055845445021986,1
544,No. 24 Illinois beats Rutgers 76-58 in its Big Ten opener behind Terrence Shannon Jr.’s 23 points,-0.0448245293518994,"Terrence Shannon Jr. had 23 points and 10 rebounds Saturday, and No. 24 Illinois beat Rutgers 76-58 in the Big Ten opener for both schools.",-0.0154620387984323,Everett Merrill,0.0229285563691519,1
545,These Six Post-Workout Cooldown Exercises Can Help Improve Flexibility,-0.0022548113265656,These six quick exercises can also help improve your flexibility after a solid sweat,0.0307152727473294,Jen Murphy,0.0025440558092668,1
546,Brazil launches $204 million drive to restore Amazon rainforest,0.0025272809434682,"Brazil's national development bank (BNDES) on Saturday launched an effort to restore degraded or destroyed woodland amounting to 60,000 square km (23,160 square miles) - an area nearly the size of Latvia - in the Amazon rainforest by 2030.",0.0741319811568246,Steven Grattan,-0.0025954158045351,4
547,Man shot by Elk Grove Village police outside family home identified as grieving family hires lawyers,-0.0725036695366725,"A Cook County man fatally shot by police in the northwest suburbs Friday afternoon has been identified as Jack Murray, 24.",0.1295059884141665,Ilana Arougheti,0.0318359398952452,4
548,"Review: Angel Olsen keeps it real and heartfelt in her concert at Thalia Hall, with opener Kara Jackson",0.0057332664237037,Call it kismet that Angel Olsen began the first of her sold-out three-night stand in Chicago days after Merriam-Webster named “authentic” the word of the year.,0.0388700451039767,Bob Gendron,0.015785944473464,1
549,UAE's Masdar to develop 150 MW solar project in Angola,-0.0470733678666874,"Abu Dhabi Future Energy Company, known as Masdar, is planning to develop a 150 megawatt solar power project in Angola to provide renewable energy to 90,000 homes and support economic growth, including jobs, the UAE state news agency WAM said on Saturday.",0.1597331834636861,Reuters,0.0016143508109962,4
550,"Landmarks: Journey of Marquette, Jolliet gets a modern update with ‘Oregon Trail’ type game at Isle a la Cache",-0.0283935514744371,The 350th anniversary of the expedition of Marquette and Jolliet is being marked in Will County with a program involving an Oregon Trail-style game.,0.0256073501586797,Paul Eisenberg,0.0169091035495512,1
551,WALMART Joinis Advertising Exodus...,-0.0400468467560131,"Retailer says its halt isn’t a boycott, but due to poor performance",0.0512017415312584,wsj,0.0052073986735194,1
552,Need Job? Smallest Employers Have Record Openings...,0.0159815049555618,Available positions at establishments with fewer than 10 workers rose almost 20% in recent months,0.020474071818171,wsj,-0.0081078476068796,1
553,"Trump's Second-Term Plans: Anti-'Woke' University, 'Freedom Cities'...",-0.0538101776037365,"Former president wants more active government, upending GOP orthodoxy",0.0606244131049606,wsj,-0.0145037695765495,1
554,"South Chicago man charged in shooting of 9-month-old girl, cops said",-0.0595508218975737,"A 23-year-old man was charged with attempt murder in the shooting of a 9-month-old girl Tuesday in the Washington Park neighborhood, Chicago police said.",0.0720605452079325,Deanese Williams-Harris,0.0978629001183435,0
555,US targets oil and natural gas industry’s role in global warming with new rule on methane emissions,-0.0986132494872435,"The Biden administration on Saturday issued a final rule aimed at reducing methane emissions, targeting the U.S. oil and natural gas industry for its role in global warming as President Joe Biden seeks to advance his climate legacy.",0.095338123566762,Matthew Daly,0.0852794792735949,0
556,Developing nations press rich world to better fight climate change at U.N. climate summit,0.0238023977144621,Countries once colonized by empires are striking back on global warming — and they have the pope’s blessing.,0.0632351731183007,Jamey Keaten and Seth Borenstein,0.0597543478943407,3
557,"Man wounded by gunfire from outside his residence overnight on Far South Side, Chicago police said",-0.0852953639114275,"Shortly before 2 a.m., the victim was inside his home in the first block of West 116th Street when he heard multiple shots and felt pain. Gunfire had pierced through the front glass window and struck his elbow, police said.",0.1312594926275778,Deanese Williams-Harris,0.0629792933323187,2
558,Impact of Amazon's climate-driven drought may last until 2026,-0.0953355947713134,"The Amazon rainforest's record-breaking drought hit home for Raimundo Leite de Souza one October morning, he said, when he woke to find the stream that runs behind his house had dropped nearly a foot overnight, stranding his skiff in a mudflat.",-0.0018108428048435,Brad Haynes,0.022438949716161,1
559,"Pac-12 ends on a high note, but the future is much more daunting for the 2 remaining schools",-0.0308722963163745,"Now the Pac-12 becomes the Pac-2 with only Oregon State and Washington State sticking around. They were the ones left behind, and on Friday announced a six-game scheduling alliance with the Mountain West.",0.0980092955287545,Mark Anderson,0.0900301576184574,0
560,World Bank to boost climate financing share to 45%,-0.0332663726876489,"World Bank President Ajay Banga said on Friday the development lender will devote 45% of its annual financing to climate-related projects by 2025, up from a target of 35%, and extend debt repayment pauses following climate disasters.",0.1215046927536604,Brajeshwar,0.0406685572816059,4
561,"Daywatch special edition: Our guide to celebrating the holidays, Chicago style ",-0.0488917464390397,"Good morning, Chicago. Here are some of the top stories you need to know to start your day.",0.0848057896801037,Chicago Tribune staff,0.0723652245505945,0
562,"9-year-old boy critically injured after fall from third floor window in Rogers Park neighborhood, police say",-0.0257272894450579,"Shortly after 2 a.m., officers were called to an apartment complex in the 1500 block of West Jonquil Terrace where a boy fell from a window.",0.0423748315370176,Deanese Williams-Harris,0.0202914440014865,1
563,Honda's China joint venture dismisses 900 contract workers,-0.0355643380098626,"Honda Motor <a href=""https://www.reuters.com/markets/companies/7267.T"" target=""_blank"">(7267.T)</a> said on Saturday it was dismissing about 900 contract workers at a joint venture in China, as Japanese automakers suffer from a rapid shift to electric vehicle…",0.0928247797492076,Reuters,0.0172879980891593,4
564,Digital Payments Are Having a Jolly Holiday,-0.0205136811127886,Investors might be warming again to the growth potential of alternative ways to pay,0.0134835131466388,Telis Demos,0.0379845476709306,1
565,Pope pleads with COP28 to find breakthrough on climate change,-0.0238968844641931,"Pope Francis on Saturday called on the <a href=""https://www.reuters.com/sustainability/cop/"">U.N. climate summit</a> to strive for a essential breakthrough agreement to stem global warming that includes the elimination of fossil fuels, saying climate had ""run…",0.1081372391854529,Reuters,0.1395171205513179,0
566,Column: Northwestern upsets No. 1 Purdue but still is playing the underdog despite a rare taste of March Madness,-0.0532141572912223,"Northwestern's dream season in 2022-23 was real, and star guard Boo Buie and most of the core are back. So why haven't Chris Collins' Wildcats gotten any love nationally?",0.0709386677917791,Paul Sullivan,0.0260325614362955,3
567,Can Michigan be beaten? Iowa is embracing its underdog role in tonight’s Big Ten championship game.,-0.0207893562037497,"Two weeks after celebrating the program’s 1,000th win and one week after beating rival Ohio State for the third straight time, Michigan is chasing a school first — its third straight outright Big Ten title.",0.0883252238490968,Michael Marot,0.0467997274827212,3
568,"Andre Drummond wants to contribute more for the Chicago Bulls: ‘I’m doing what I can with the minutes I get,’ the center says",-0.0135065390495583,Andre Drummond is eager to play more minutes. How can the center help the Chicago Bulls snap out of their dismal start to the season?,0.0821822010912001,Julia Poe,0.0887473199400119,0
569,FACTBOX How food and agriculture contribute to climate change,-0.0572620317107066,"Feeding the world is a big job, and the effort produces <a href=""https://www.reuters.com/graphics/FOOD-WASTE/METHANE/gdpzwqwqovw/"">billions of mets of emissions</a> of greenhouse gases each year - around a third of the global total.",0.094795107957907,Leah Douglas,0.0761552407639101,0
570,Should I wrap my evergreens in burlap?,0.0129346061530668,"An extended period of cold, sunny days in November and early December can dry out newly planted evergreens.",0.0315531233791261,Tim Johnson,0.0134350188527605,1
571,Illinois home values are booming. Here’s a look at prices throughout the state.,-0.0307020240470592,Search the map to see how Illinois home values compare by ZIP code.,0.0245259819494094,Claire Malon,0.0282996798923704,1
572,Search average home values in Illinois counties,-0.0264129631395917,"Illinois has a vast real estate market, with average home values ranging from around $65,000 to upwards of $400,000 in counties throughout the state.",0.0338725737237837,Claire Malon,0.0536529404344037,3
573,Small town high school football team faced waves of off-field adversity on the way to becoming historic state champions,-0.0080348812043666,"Small-town Byron won a state football title after several players' parents had died during their time at school, and in support of a boy with cancer.",0.0898138934571761,Robert McCoppin,0.0310750914795789,4
574,Letters: Those who have arrived in Chicago from south of the border are families — and they’re just like ours,-0.0588242695666849,"With the arrival of new families to Chicago, there has been a play with words to describe who they are.",0.0534044443429593,Chicago Tribune,0.0639175074175,3
575,"Biblioracle: With the ‘Coyote v. Acme’ film adaptation, Hollywood could learn from the publishing world",-0.0185070484003517,It seems awfully dumb to have a system in which it pays more to create and bury entertainment than to share it with audiences.,0.0409577128157252,John Warner,0.0878983531729318,3
576,"Defense Stocks Benefit From War, Renewing ESG Debate for Everyday Investors",0.0114854667990584,Shares of weapons makers have outperformed the S&P 500 since Oct. 7,0.0553875918485573,Hannah Miao,0.0343278049258515,3
577,Ask Amy: I had a bit of a breakdown,-0.0439641527482308,"Dear Amy: I took some time off work to attend to my mental health. When I returned, I was pretty much told I was no longer needed at the company. I was very hurt, but in reality it was probably time for me to move on.",0.090146633941913,Amy Dickinson,0.0398104172491002,4
578,Toyota says it halts some Tianjin operations after report of weak sales,-0.0555091114947572,"Toyota Motor <a href=""https://www.reuters.com/markets/companies/7203.T"" target=""_blank"">(7203.T)</a> has halted production on some ageing lines at a joint venture in China while operations continue as normal, the Japanese automaker said on Saturday after a me…",0.1773009723474388,Reuters,0.0297297985889599,2
579,The air up there. West Aurora’s Terrence Smith punctuates double-double with seven dunks. ‘It gets us fired up.’,-0.0581144382158527,"Terrence Smith made sure to shake the rim several times against Oswego, scoring 16 points and grabbing 11 rebounds in a 61-44 victory.",0.043392819345172,Paul Johnson,0.0460918493736244,3
580,"Northwestern stuns No. 1 Purdue for the 2nd straight season, knocking off Zach Edey and the Boilermakers 92-88 in OT",-0.0936018916545435,"Boo Buie scored seven of his 31 points in overtime to help Northwestern beat Zach Edey and No. 1 Purdue for the second straight season, winning 92-88 on Friday in the Big Ten opener for each school.",0.0982471966417506,Jay Cohen,0.0095365113845673,4
